Manuscript ID,Manuscript Title,Manuscript Type,Author Names,Submission Date,Published after
RCSJ-2015-7191,Multiple Splenic Abscesses : A Rare Presentation,Case reports,"Panda, Sasmita; Bapat, Girish; Vaze, Sachin",2015,2015
RCSJ-2015-7192,A closed system alternative to traditional bladder lavage,Technical papers,"Ayorinde, John; Liston, Tom; Bong, Aishiang; Pai, Aakash",2015,2015
RCSJ-2015-7193,Adverse reaction to metal bearing leading to femoral stem fractures; a report of two cases and a review of literature,Case reports,"Al-Azzani, Waheeb A K; Iqbal, Hafiz; John, Alun",2015,2015
RCSJ-2015-7195,Nasal angle measurement using a goniometer,Technical papers,"Bannister, Miles; Dubb, Sukh",2015,2015
RCSJ-2015-7200,The cost of delivering surgical care – a survey of patients and healthcare professionals,Original research – Bulletin (non-clinical),"van Boxel, Gijs; van Duren, Bernard; van Boxel, Elizabeth-Jane; Gilbert, Rodney; Gilbert, Paul; Appleton, Shaun",2015,2015
RCSJ-2015-7202.R1,The effect of weekend admission and surgery on 30-day mortality in patients with hip fracture.,Original research – Annals (clinical),"Razak, Arif; Choudhry, Muhammad; Ross, Steven; Hossain, Saqif",2015,2015
RCSJ-2015-7203,Retro aortic left renal vein in open abdominal aortic surgery,Technical papers,"Khanzada, Zubair; Whitaker, Simon; Kuhan, Ganesh",2015,2015
RCSJ-2015-7204,Late-onset deep prosthetic/mesh infection: experience of 8 cases from consecutive 2666 abdominal wall hernia repairs,Original research – Annals (clinical),"Chen, Tao; Zhang, Yunhe; Ni, Qihong; Wang, Haolu; Li, Xingxing; Wang, Jian",2015,2015
RCSJ-2015-7205,Post-traumatic Onset of Secondary Progression of Gynecomastia,Case reports,"Yordanov, Yordan; Shef, Aylin; Hristoskova, Radka; Fakirova, Albena",2015,2015
RCSJ-2015-7207,A nationwide cross-sectional survey of UK breast surgeons’ views on the management of Ductal Carcinoma-In-Situ (DCIS),Original research – Annals (clinical),"Mannu, Gurdeep; Bettencourt-Silva, Joao; Ahmed, Farid; Cunnick, Giles",2015,2015
RCSJ-2015-7208,Freeing up a hand up in distal radius fixation,Technical papers,"Jones, Carl; Gallagher, Kieran; Proctor, Mark",2015,2015
RCSJ-2015-7209,An unexpected intra-operative encounter – the incidental finding of an intra-abdominal testis,Case reports,"Kroening, Helen; Adeyoju, Adebanji; Hussain, Mubashar",2015,2015
RCSJ-2015-7210,Neurorehabilitation with low-level laser therapy after retromolar ridge bone graft: A case report,Case reports,"Chatzistavrianou, Despoina; Nanayakkara, Lochana; Cronshaw, Mark",2015,2015
RCSJ-2015-7211,Hepaticojejunostomy leak after pancreaticoduodenectomy,Original research – Annals (clinical),"qiu, hui",2015,2015
RCSJ-2015-7212,Calculating the date and time of when patients with a hip fracture meet the best practice tariff.,Technical papers,"Palial, Vishal; Omonbude, Daniel",2015,2015
RCSJ-2015-7213,"Ameloblastoma, Human Papillomavirus, and p16  - Is There An Association?",Original research – Annals (clinical),"Singh, Thasvir; Angel, Christopher; Tabrizi, Sepehr; Cornall, Alyssa; Clement, John; Chandu, Arun",2015,2015
RCSJ-2015-7214,Laparoscopic resection of HCC recurrence after liver transplantation: case reports and review of the literature,Case reports,"Sahakyan, Mushegh; Kazaryan, Airazat; Pomianowska, Ewa; Abildgaard, Andreas; Line, Pål-Dag; Bjørnbeth, Bjørn; Edwin, Bjørn; Røsok, Bård",2015,2015
RCSJ-2015-7217,A national evaluation of the management practices of acute diverticulitis,Original research – Annals (clinical),"Khan, Danyal; Kelly, Michael; O'Reilly, Jenny; Khan, Waqar; Waldron, Ronan; Barry, Kevin; Khan, Iqbal",2015,2015
RCSJ-2015-7219,Reconstruction of the lateral mandibular defects with soft tissue loss .The role for submental flap.,Original research – Annals (clinical),"Rahpeyma, Amin; khajehahmadi, Saeedeh",2015,2015
RCSJ-2015-7220,KITE incision for pancreatic surgery,Technical papers,"Karavias, Dimitrios; Karavias, Dionissios",2015,2015
RCSJ-2015-7221,Cementless Total Hip Replacement for the management of severe Developmental Dysplasia of the Hip in the Middle Eastern Population. A prospective Analysis,Original research – Annals (clinical),"Imam, Mohamed; Nabil, Mohamed; Fathalla, Ismail; Kashif, Fadhil",2015,2015
RCSJ-2015-7223,The impact of computerised pathology order entry systems of medical training: a comparative study.,Original research – Bulletin (non-clinical),"AlTaweel, Ali; Fanous, Rafik; Patel, Akash; Marston, Robert",2015,2015
RCSJ-2015-7225,Suction monopolar diathermy in epistaxis management,Technical papers,"Bannister, Miles",2015,2015
RCSJ-2015-7226,An analysis of outcomes in patients with early breast cancer and positive sentinel node biopsy,Original research – Annals (clinical),"Syed, Abdul; Eleti, Sudhakar; Gray, Emma",2015,2015
RCSJ-2015-7227,The Association of Breast Surgery Consensus on the axilla is applicable to sentinel lymph nodes assessed intra-operatively using OSNA,Original research – Annals (clinical),"Johnson, Rachael; Daoud, R; Karat, I; Laidlaw, I; Kousparos, G; Egbeare, D",2015,2015
RCSJ-2015-7229,Ambulatory care for ankle fractures - a cost effective alternative to inpatient stay?,Original research – Annals (clinical),"Holland, George; McHale, Stephen; Adams, Scott; McAllen, Christoph",2015,2015
RCSJ-2015-7233,Successful management of early post-operative dysphagia after fundoplication by intravenous hydrocortisone,Case reports,"Falk, Gregory; Vivian, SarahJayne",2015,2015
RCSJ-2015-7235,Managing soft tissue sarcomas in a developing health system:  The Cambodia Experience,Original research – Annals (clinical),"Boam, Tristan; Hueschelrath, Andreas; Ly, Tho; Mendes da Costa, Thomas; McMurrey, Anne; Gollogly, Jim",2015,2015
RCSJ-2015-7236,Preoperative identification of anomalous vascular variation in an advanced colon cancer patient,Case reports,"Hu, Ye-Ting; He, Jin-Jie; Wang, Zhan-Huai; Han, Shu-Gao; Ding, Ke-Feng",2015,2015
RCSJ-2015-7237,The new Change in Law on Consent: an analysis of what has changed,Review articles,"Furniss, Richard; Haigh, Dominic; Ormond-Walshe, Sarah; Winfield, Katie; Haigh, Kate",2015,2015
RCSJ-2015-7238,Avoiding poor visibility due to smoke interference when using diathermy,Technical papers,"Kapur, Benjamin; Merchant, Irfan; Thorpe, Philippa",2015,2015
RCSJ-2015-7239.R1,Is my intra-medullary nail long enough? A simple clinical classification.,Technical papers,"Smith, Michael",2015,2015
RCSJ-2015-7243,Not quite so humerus: A case of solitary primary osseous post-transplant lymphoma,Case reports,"Firth, Amy; Yellu, Sunil; McDermott, Damien",2015,2015
RCSJ-2015-7244,Simple technical tip to achieve adequate tension during rotator cuff repair by capstan screw.,Technical papers,"Kasture, Sarang; Pydah, Satya",2015,2015
RCSJ-2015-7245,Assessing the Impact of Fracture Pattern on Transfusion Requirements in Hip Fractures,Original research – Annals (clinical),"MORRIS, RHYS; Rethnam, Ulfin; Russ, Bethan; Topliss, Claire",2015,2015
RCSJ-2015-7248,Acute Compartment Syndrome of the Posterior Upper Arm following a Prolonged Seizure: A Review of literature & Case report,Case reports,"Woods, Simon; Soni, Ashish",2015,2015
RCSJ-2015-7249.R1,Preoperative diagnosis and treatment of cholecystoenteric fistula in the laparoscopic era,Original research – Annals (clinical),"Zhao, Xin; Liao, Yan; Ji, Wu",2015,2015
RCSJ-2015-7251,Can percutaneous cholecystostomy be a definitive treatment for the very elderly?,Original research – Annals (clinical),"Solaini, Leonardo; Paro, Barbara; Marciano, Paolo; Pennacchio, Giacomo; Farfaglia, Roberto",2015,2015
RCSJ-2015-7255,Ileo-anal pouch surgery in a District General Hospital results in good outcomes and high patient satisfaction,Original research – Annals (clinical),"Lynes, Kathryn; Lawes, Daniel; Bailey, Charles",2015,2015
RCSJ-2015-7258,Review of A case of Total Knee Arthroplasty in a Rheumatoid Arthritis patient with knee flexion contracture and valgus deformity,Case reports,"Periacarpen, Madeven; Peng, Li; Ayuka, Brian; Feng, shi; zheng, lianjie; zhang, weighuo",2015,2015
RCSJ-2015-7259,Multiple gossypibomas resulting in intra-abdominal abscess and intestinal fistula after caesarean section: a case report.,Case reports,"ding, jie; Xia, Yu; Zhang, Zhongmin",2015,2015
RCSJ-2015-7260,A novel trans-fibular approach for the nonunion of tibial shaft fractures with poor antero-medial skin.,Technical papers,"Vaishya, Raju; Singh, Harsh; Agarwal, Amit; Vijay, Vipul",2015,2015
RCSJ-2015-7261,Keeping an eye on the target: Direct or indirect revascularisation of the angiosome?,Original research – Annals (clinical),"Sharrock, Anna; Barker, Tom; Kershaw, Elisabeth; Watts, Chris",2015,2015
RCSJ-2015-7263,Radiofrequency Ablation Probes in Knee Arthroscopy: What is the evidence? A systematic review.,Original research – Annals (clinical),"Tudor, Francois; Donaldson, James; Phegan, Michael; Welck, Matthew; McDermott, Ian",2015,2015
RCSJ-2015-7264,Arthroscopic assisted ankle arthrodesis: A surgery simplified,Technical papers,"Vaishya, Raju; Jha, Gyanendra; Vijay, Vipul; Agarwal, Amit",2015,2015
RCSJ-2015-7265,Cervical Mediastinoscopy,Original research – Annals (clinical),"AIMANAN, KARTHIGESU; Lin, Lo; Sachithanandan, Anand; Mohammad, Arif; Padmanaban, Balaji; Muiz Jasid, Abdul; Leman, Hamdan",2015,2015
RCSJ-2015-7266,Primary anorectal melanoma: an unusual cause of rectal bleeding,Case reports,"Urbani, Monica; Troian, Marina; Bortul, Marina",2015,2015
RCSJ-2015-7268,Using a bronchoscope to free accidentally sutured chest drains following cardiac surgery,Technical papers,"McGowan, David",2015,2015
RCSJ-2015-7269,The Surgical Management of Obsessive–Compulsive Disorder: A Brief Review,Review articles,"Al-Mohrej, Omar",2015,2015
RCSJ-2015-7270,Technique to overcome the air-lock during introduction of a urinary catheter,Technical papers,"Chew, Selene; Lau, Maurice; Addla, Sanjai",2015,2015
RCSJ-2015-7271,Achenbach’s Syndrome: A systematic review,Review articles,"Kordzadeh, Ali; Caine, Paul; Jonas, Atilla; Rhodes, Karen; Panayiotopolous, Yiannis",2015,2015
RCSJ-2015-7273,Return to Play Following Anterior Cruciate Ligament Injury in Professional Footballers – A comparison of media prediction and actual findings,Original research – Annals (clinical),"Jain, Neil; Saqib, Rukhtam; Tucker, Harry; Wilson, Scott; Turner, Philip",2015,2015
RCSJ-2015-7274,New oral anticoagulant agents: A short practical guide for Surgeons,Review articles,"Hurst, Katherine; Lee, Regent; Handa, Ashok",2015,2015
RCSJ-2015-7276,Specialty- specific Coded Operating Form Improves Accuracy in OPCS-4 Clinical Coding for Liver Surgery,Original research – Annals (clinical),"Athwal, Tejinderjit; Yip, Vincent; Fenwick, Stephen; Poston, Graeme; Malik, Hassan",2015,2015
RCSJ-2015-7277,The ‘spin sign’; a valuable technical sign to prevent femoral perforation during total hip arthroplasty,Technical papers,"Arumugam, Gowthaman",2015,2015
RCSJ-2015-7281,ALPPS PROCEDURE FOR HCC WITH LIVER CIRRHOSIS: A CASE REPORT AND REVIEW OF LITERATURE,Case reports,"Papamichail, Michail; Yip, Vincent; Prassas, Evangelos; Prachalias, Andreas; Peddu, Praveen; Heaton, Nigel; Srinivasan, Parthi",2015,2015
RCSJ-2015-7282,Langer’s arch: a rare anomaly affects axillary lymphadenectomy.,Case reports,"Al Maksoud, Ahmed; Barsoum, Adel; Moneer, Mohamed",2015,2015
RCSJ-2015-7283,"WHICH FACTORS PREDICT THE ACHIEVEMENT OF THE CORRECT POSTOPERATIVE LIMB ALIGNMENT AFTER MEDIAL UNICOMPARTMENTAL KNEE ARTHROPLASTY? 
(A RETROSPECTIVE STUDY OF 53 KNEES)",Original research – Annals (clinical),"Ayuka, Brian; li, peng; periacarpen, madeven; shi, feng; zheng, lianjie; zhang, weighuo",2015,2015
RCSJ-2015-7284,Pelvic oncosurgical iatrogenia: single-center experience,Original research – Annals (clinical),"Neagoe, Octavian; Mazilu, Octavian",2015,2015
RCSJ-2015-7285,A case report: suppurative appendicitis presenting as acute scrotum confounded by a testicular appendage,Case reports,"Shumon, Syed; Bennett, John; Lawson, Geoffrey; Small, Peter",2015,2015
RCSJ-2015-7286,Plasmapheresis Treatment for a Pregnant Woman with Extremely Severe Hyperlipidemic Pancreatitis– a Case Report,Case reports,"Meng, Tian; Dai, Meng-hua",2015,2015
RCSJ-2015-7287,Contralateral Carotid Stenosis does not increase the Risk of Stroke following Carotid Endarterectomy,Original research – Annals (clinical),"Chan, Anthony; Sriskandarajah, Sanjee; Al-Khaffaf, Haytham",2015,2015
RCSJ-2015-7288,Preventing screw penetration for open reduction and internal fixation of scaphoid non-unions,Technical papers,"Patel, Mohammed",2015,2015
RCSJ-2015-7289,Impact of a clinical-decision making module on the attitudes and perceptions of surgical trainees in Ireland,Original research – Bulletin (non-clinical),"Bhatt, Nikita; Mansour, Ehab; Doherty, Eva; Traynor, Oscar; Ridgway, Paul",2015,2015
RCSJ-2015-7290,Primary adrenal diffuse large B cell lymphoma: Mini review,Original research – Annals (clinical),"Chan, Dedrick; Poon, Michelle; Shi, Wang; Parameswaran, Rajeev",2015,2015
RCSJ-2015-7291,"A NOVEL USE FOR A LATERJET COROCOID DRILL GUIDE
IN SHOULDER INSTABILITY.",Technical papers,"David, Huw; de beer, jacobus",2015,2015
RCSJ-2015-7292.R1,Aorto-oesophageal fistula: a success story for the multi-disciplinary team,Case reports,"Wormald, Justin; Dindyal, Shiva; Thomas, Robert; Peters, Christopher; Sritharan, Kaji",2015,2015
RCSJ-2015-7294,Primary carcinoma of the cystic duct: a case report and review of classifications.,Case reports,"Lewinton, Rebecca",2015,2015
RCSJ-2015-7295,Parenchymal guidewire perforation during ERCP: an unappreciated injury,Case reports,"Lewinton, Rebecca",2015,2015
RCSJ-2015-7296,A population-based study and national analysis of referral patterns and the multi-disciplinary team process in the management of colorectal liver metastases,Original research – Annals (clinical),"Lewinton, Rebecca",2015,2015
RCSJ-2015-7298,An analysis of tibial and peroneal venous and HePTFE bypasses in non-diabetic patients with critical limb ischemia,Original research – Annals (clinical),"Hock, Carolin; Betz, Thomas; Töpel, Ingolf; Bröckner, Stefan; Steinbauer, Markus; Uhl, Christian",2015,2015
RCSJ-2015-7301,A novel technique for ergonomic use of bipolar diathermy for haemostasis,Technical papers,"Rehman, Haroon; Clement, Adeline; Stevenson, Iain",2015,2015
RCSJ-2015-7303,Perfect Taylor Spatial Frame Radiographs: The Silhouette Technique,Technical papers,"Sabah, Shiraz; Patel, Shelain; Wright, Jonathan; Spence, Gavin",2015,2015
RCSJ-2015-7305,Prolapsing Common Bile Duct Polyp presenting as Cholangitis,Case reports,"Gibson, Edward; Raju, Devinder; Raju, Smita",2015,2015
RCSJ-2015-7306,AN APPRAISAL OF INFLAMMATORY MARKERS IN DISTINGUISHING ACUTE UNCOMPLICATED AND COMPLICATED APPENDICITIS,Original research – Annals (clinical),"Beecher, Suzanne; Hogan, John; O'Leary, Donal; McLaughlin, Ray",2015,2015
RCSJ-2015-7307,Preventing Never Events: Lessons learnt from the inadvertent retention of the angled drill guides on a distal radius plate,Case reports,"Holland, Philip; Murali, Raj; Kumar, Kiran",2015,2015
RCSJ-2015-7308,Audit of use of the term superficial femoral vein,Original research – Annals (clinical),"Rose, Barry; Swann, Amanda; O'Donnell, Paul; Singh, Dishan",2015,2015
RCSJ-2015-7309,‘MONTGOMERY CONSENT’:  DECISION OF THE UK SUPREME COURT,Review articles,"Beckett, Heather; Radford, John",2015,2015
RCSJ-2015-7310,Clinical Negligence: An analysis of claims in Trauma and Orthopaedics in UK,Original research – Annals (clinical),"Ahmed, Syed",2015,2015
RCSJ-2015-7312,A novel method to ensure secure wound drain placement,Technical papers,"Patel, Rikesh; Tahir, Shireen",2015,2015
RCSJ-2015-7313,Combined Cutaneous Z-Plasty and Z-Tenotomy for Correction of Claw Toe Deformity,Technical papers,"Pezas, Theodore; Khan, Khurram; Cogswell, Lucy",2015,2015
RCSJ-2015-7314,HYSTERECTOMY IN PATIENTS WITH PREVIOUS CESAREAN SECTION: COMPARISON BETWEEN LAPAROSCOPIC AND VAGINAL APPROACHES. A PROSPECTIVE RANDOMIZED CONTROLLED STUDY,Original research – Annals (clinical),"Kdous, Moez",2015,2015
RCSJ-2015-7316,Laparoscopic Pancreaticoduodenectomy?Early Experience and A Review of the Literature,Original research – Annals (clinical),"zhao, zhanwei; zhao, qingchuan; du, jianjun",2015,2015
RCSJ-2015-7317,Impaired cognitive function and its effect on the management of pain in neck of femur fractures,Original research – Annals (clinical),"Knapper, Thomas; Pathmajothy, Dilan; Bowyer, James; Clarke, David",2015,2015
RCSJ-2015-7318,LONG TERM OUTCOME OF LAPAROSCOPIC PROMONTOFIXATION FOR PELVIC ORGAN PROLAPSE. A PROSPECTIVE STUDY OF 240 PATIENTS,Original research – Annals (clinical),"Kdous, Moez; zhioua, fethi",2015,2015
RCSJ-2015-7319,Photography of stiff total knee replacement following manipulation as a motivational tool for patients,Technical papers,"Dick, Alastair; Edwards, Max",2015,2015
RCSJ-2015-7321,Alternative preparation of the ulna during total elbow replacement,Technical papers,"Domos, Peter; White, Andrew",2015,2015
